ID,FG_PCT_HOME,FG3_PCT_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FG_PCT_AWAY,FG3_PCT_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,WL_HOME
52158,0.477,0.5,0.636,13,26,39,26,7,7,15,20.0,-10,0.537,0.455,0.667,10,31,41,30,8,11,17,22.0,10,L
52159,0.375,0.333,0.767,11,34,45,18,10,2,14,15.0,2,0.455,0.316,0.7,8,37,45,20,9,6,17,21.0,-2,W
52160,0.392,0.238,0.875,12,36,48,16,8,5,10,19.0,5,0.348,0.2,0.769,19,32,51,14,2,7,13,18.0,-5,W
52161,0.494,0.259,0.781,7,34,41,23,8,7,20,29.0,-5,0.427,0.238,0.857,15,37,52,20,6,6,13,24.0,5,L
52162,0.477,0.4,0.833,8,39,47,28,10,5,11,16.0,6,0.38,0.349,0.632,17,35,52,18,5,3,13,14.0,-6,W
52163,0.398,0.214,0.773,16,30,46,23,7,5,12,19.0,-15,0.506,0.31,0.679,12,41,53,28,8,6,17,22.0,15,L
52164,0.411,0.5,0.696,18,23,41,17,11,3,12,28.0,-7,0.574,0.455,0.735,6,33,39,26,8,6,18,23.0,7,L
52165,0.453,0.462,0.781,13,31,44,12,10,2,12,15.0,20,0.392,0.5,0.625,13,26,39,20,5,5,18,30.0,-20,W
52166,0.519,0.391,0.75,8,35,43,22,8,6,16,29.0,12,0.438,0.273,0.414,12,26,38,23,9,1,14,21.0,-12,W
52167,0.396,0.063,0.737,13,35,48,16,6,12,12,19.0,-16,0.433,0.364,0.68,14,37,51,24,8,8,12,13.0,16,L
52168,0.556,0.474,0.609,4,29,33,24,10,5,15,18.0,8,0.474,0.4,0.789,7,28,35,29,9,4,17,22.0,-8,W
52169,0.439,0.25,0.71,19,37,56,24,4,7,22,21.0,7,0.435,0.208,0.75,10,25,35,12,14,4,15,30.0,-7,W
52170,0.524,0.364,0.889,12,32,44,29,5,3,13,26.0,12,0.449,0.222,0.788,6,25,31,20,7,4,14,13.0,-12,W
52171,0.453,0.444,0.818,21,27,48,25,7,6,12,22.0,21,0.373,0.25,0.864,15,26,41,14,7,4,13,14.0,-21,W
52172,0.471,0.25,0.857,9,26,35,19,10,4,14,21.0,3,0.461,0.4,0.818,7,28,35,25,9,4,18,21.0,-3,W
52173,0.494,0.333,0.789,8,35,43,26,8,5,11,18.0,7,0.44,0.25,0.818,9,33,42,21,6,0,17,18.0,-7,W
52174,0.364,0.182,0.714,18,24,42,18,6,6,11,18.0,-16,0.493,0.429,0.76,9,37,46,23,5,11,18,20.0,16,L
52175,0.489,0.409,1.0,9,26,35,32,8,6,9,15.0,-3,0.481,0.44,0.789,10,31,41,28,6,1,13,12.0,3,L
52176,0.523,0.375,0.619,7,25,32,21,9,6,17,22.0,-3,0.507,0.5,0.722,9,23,32,21,12,3,16,22.0,3,L
52177,0.427,0.393,0.75,17,31,48,24,11,6,14,21.0,8,0.462,0.429,0.813,9,29,38,20,5,7,14,20.0,-8,W
52178,0.488,0.647,0.714,11,37,48,26,6,5,9,22.0,21,0.381,0.375,0.615,14,27,41,19,6,5,8,15.0,-21,W
52179,0.437,0.5,0.737,16,24,40,23,4,2,17,19.0,-29,0.563,0.459,0.875,10,26,36,35,11,11,10,19.0,29,L
52180,0.456,0.182,0.704,12,39,51,17,9,4,17,27.0,10,0.385,0.292,0.64,6,32,38,23,8,4,16,20.0,-10,W
52181,0.58,0.52,0.741,7,34,41,32,11,5,22,13.0,20,0.411,0.19,0.917,17,22,39,24,10,2,16,21.0,-20,W
52182,0.563,0.381,0.727,7,36,43,31,9,13,18,19.0,18,0.371,0.25,0.783,14,24,38,23,12,5,16,10.0,-18,W
52183,0.432,0.367,0.76,10,35,45,24,6,5,9,21.0,13,0.402,0.174,0.773,12,35,47,14,6,4,16,23.0,-13,W
52184,0.407,0.429,0.806,16,31,47,19,4,3,12,15.0,11,0.422,0.25,0.833,9,30,39,18,8,9,9,21.0,-11,W
52185,0.36,0.286,0.833,12,30,42,17,3,6,12,18.0,-4,0.451,0.261,0.773,6,37,43,20,6,3,16,19.0,4,L
52186,0.478,0.333,0.778,14,30,44,27,11,2,8,16.0,11,0.518,0.542,0.75,6,33,39,28,3,5,18,24.0,-11,W
52187,0.424,0.231,0.778,17,23,40,25,7,2,15,21.0,-11,0.519,0.421,0.826,8,24,32,29,5,6,12,25.0,11,L
52188,0.418,0.429,0.758,15,44,59,18,6,13,14,16.0,39,0.293,0.143,0.8,11,28,39,15,5,6,15,24.0,-39,W
52189,0.417,0.36,0.611,14,34,48,18,3,7,15,20.0,-12,0.476,0.294,0.773,9,33,42,16,9,6,11,18.0,12,L
52190,0.488,0.381,0.7,14,28,42,27,6,8,15,21.0,11,0.418,0.4,0.708,10,24,34,15,8,4,15,20.0,-11,W
52191,0.474,0.444,0.857,13,27,40,25,9,2,16,20.0,7,0.542,0.391,0.625,5,18,23,25,8,4,15,24.0,-7,W
52192,0.597,0.462,0.938,4,29,33,33,7,1,10,23.0,15,0.412,0.3,0.759,20,26,46,19,4,2,15,15.0,-15,W
52193,0.512,0.474,0.879,16,24,40,24,8,7,13,28.0,6,0.478,0.5,0.733,19,19,38,18,6,5,10,24.0,-6,W
52194,0.561,0.636,0.84,9,33,42,32,8,6,11,21.0,29,0.425,0.278,0.8,11,27,38,23,7,3,14,16.0,-29,W
52195,0.303,0.3,0.765,24,24,48,14,8,3,16,26.0,-26,0.461,0.357,0.75,11,33,44,20,8,9,10,19.0,26,L
52196,0.476,0.524,0.769,10,22,32,28,5,2,13,21.0,-12,0.53,0.556,0.722,15,33,48,22,6,6,15,18.0,12,L
52197,0.5,0.345,0.556,8,38,46,30,5,7,10,20.0,16,0.358,0.25,0.591,21,33,54,15,4,4,12,14.0,-16,W
52198,0.494,0.381,0.893,10,24,34,22,9,4,6,21.0,7,0.488,0.538,0.826,13,28,41,21,3,1,14,21.0,-7,W
52199,0.5,0.351,0.56,12,22,34,25,10,1,16,23.0,-8,0.538,0.579,0.846,10,25,35,21,7,2,18,21.0,8,L
52200,0.475,0.36,0.632,11,28,39,31,12,2,10,23.0,4,0.477,0.296,0.826,9,37,46,25,5,7,19,20.0,-4,W
52201,0.347,0.333,0.767,4,27,31,13,8,6,12,23.0,-27,0.414,0.364,0.821,18,42,60,25,5,9,16,24.0,27,L
52202,0.363,0.25,0.778,11,41,52,17,5,2,21,21.0,-17,0.4,0.276,0.667,13,38,51,24,11,5,13,22.0,17,L
52203,0.579,0.5,0.6,4,29,33,33,7,9,13,22.0,21,0.42,0.111,0.821,6,26,32,11,4,3,15,16.0,-21,W
52204,0.459,0.222,0.375,6,27,33,22,11,4,15,21.0,-12,0.437,0.118,0.839,11,37,48,12,5,3,18,21.0,12,L
52205,0.465,0.571,1.0,8,32,40,29,10,2,12,20.0,11,0.435,0.118,0.833,12,32,44,18,6,7,15,17.0,-11,W
52206,0.392,0.31,0.654,15,39,54,19,6,7,19,25.0,-5,0.386,0.235,0.781,10,30,40,16,11,4,8,16.0,5,L
52207,0.384,0.227,0.791,11,36,47,22,7,5,10,19.0,5,0.393,0.407,0.767,9,43,52,17,6,6,16,29.0,-5,W
52208,0.577,0.381,0.647,16,25,41,33,8,2,16,18.0,14,0.425,0.154,1.0,18,19,37,17,9,2,14,19.0,-14,W
52209,0.482,0.455,0.615,11,32,43,23,10,1,18,22.0,1,0.453,0.471,0.727,11,30,41,32,7,5,18,17.0,-1,W
52210,0.447,0.375,0.719,13,30,43,20,6,5,13,29.0,-2,0.453,0.273,0.722,14,32,46,26,7,2,14,30.0,2,L
52211,0.518,0.474,0.769,15,20,35,24,11,11,14,27.0,20,0.452,0.133,0.784,11,24,35,21,7,8,21,23.0,-20,W
52212,0.431,0.455,0.643,8,34,42,22,3,1,20,23.0,-9,0.482,0.154,0.739,4,31,35,22,14,2,6,27.0,9,L
52213,0.382,0.286,0.759,10,34,44,20,13,4,18,22.0,-4,0.424,0.375,0.7,13,38,51,24,7,11,18,18.0,4,L
52214,0.443,0.353,0.5,11,25,36,22,7,4,15,21.0,-15,0.458,0.355,0.806,10,34,44,17,9,5,16,22.0,15,L
52215,0.357,0.211,0.65,13,28,41,19,9,5,14,17.0,-13,0.455,0.385,0.652,11,37,48,18,10,5,18,20.0,13,L
52216,0.516,0.211,0.714,10,29,39,30,6,6,13,19.0,7,0.455,0.44,0.769,10,32,42,29,6,5,18,19.0,-7,W
52217,0.45,0.227,0.9,7,39,46,19,2,4,11,12.0,7,0.429,0.25,0.857,7,35,42,23,4,2,9,21.0,-7,W
52218,0.405,0.346,0.658,11,37,48,18,8,2,18,22.0,5,0.438,0.429,0.714,5,30,35,22,6,3,16,26.0,-5,W
52219,0.418,0.214,0.714,11,31,42,15,10,3,12,28.0,-1,0.48,0.333,0.719,8,35,43,21,4,1,21,22.0,1,L
52220,0.468,0.355,0.714,10,26,36,20,3,3,15,28.0,-6,0.468,0.333,0.737,11,32,43,16,5,4,11,24.0,6,L
52221,0.46,0.579,0.824,14,27,41,21,11,9,14,20.0,10,0.41,0.433,0.875,11,25,36,21,7,10,18,17.0,-10,W
52222,0.451,0.35,0.833,11,35,46,24,11,3,16,23.0,-3,0.411,0.3,0.917,18,35,53,13,8,2,17,23.0,3,L
52223,0.488,0.438,0.613,9,25,34,17,13,4,14,23.0,-4,0.513,0.478,0.679,12,33,45,26,9,9,21,20.0,4,L
52224,0.436,0.429,0.7,15,33,48,21,8,10,16,16.0,16,0.341,0.2,0.6,14,29,43,9,8,7,17,16.0,-16,W
52225,0.365,0.214,0.81,15,35,50,22,6,6,15,25.0,-3,0.405,0.0,0.607,17,31,48,15,8,8,15,22.0,3,L
52226,0.366,0.238,0.677,22,36,58,18,9,9,11,23.0,7,0.416,0.4,0.556,11,32,43,21,8,6,18,24.0,-7,W
52227,0.42,0.286,0.875,8,38,46,19,8,4,19,25.0,-6,0.443,0.333,0.813,10,33,43,26,12,4,15,22.0,6,L
52228,0.5,0.375,0.765,15,31,46,30,7,5,9,24.0,11,0.41,0.286,0.8,12,28,40,20,3,6,10,18.0,-11,W
52229,0.412,0.381,0.682,13,37,50,20,2,2,15,14.0,-5,0.477,0.333,0.727,5,34,39,21,8,4,9,15.0,5,L
52230,0.469,0.214,0.806,9,28,37,14,4,4,15,19.0,13,0.321,0.258,0.75,21,22,43,14,8,2,20,29.0,-13,W
52231,0.57,0.375,0.565,11,26,37,30,11,6,17,26.0,-4,0.494,0.455,0.857,10,23,33,25,10,1,14,19.0,4,L
52232,0.431,0.333,0.684,10,28,38,20,8,8,15,18.0,-4,0.457,0.278,0.857,10,29,39,24,6,2,12,27.0,4,L
52233,0.506,0.429,0.8,5,37,42,26,5,3,14,14.0,-6,0.5,0.533,0.867,10,33,43,29,9,7,8,13.0,6,L
52234,0.462,0.474,0.71,12,38,50,24,9,7,21,23.0,15,0.398,0.267,0.72,11,31,42,22,13,4,18,33.0,-15,W
52235,0.484,0.444,0.676,20,30,50,26,9,6,24,33.0,3,0.461,0.333,0.833,11,28,39,22,10,5,24,28.0,-3,W
52236,0.548,0.3,0.588,10,30,40,27,11,2,15,22.0,5,0.432,0.333,0.857,12,25,37,20,7,4,13,15.0,-5,W
52237,0.44,0.286,0.636,7,35,42,25,6,6,16,16.0,-5,0.42,0.167,0.731,9,38,47,22,8,3,14,12.0,5,L
52238,0.52,0.545,0.889,6,33,39,25,4,2,17,21.0,7,0.458,0.367,0.545,10,29,39,32,10,5,14,16.0,-7,W
52239,0.419,0.529,0.667,14,26,40,25,9,11,8,20.0,12,0.395,0.176,0.696,15,35,50,15,5,9,16,16.0,-12,W
52240,0.405,0.286,0.647,7,30,37,14,11,2,5,20.0,-3,0.419,0.5,0.7,12,40,52,23,3,4,19,22.0,3,L
52241,0.457,0.292,0.778,10,32,42,25,5,3,14,17.0,-3,0.464,0.421,0.706,11,33,44,23,6,1,15,18.0,3,L
52242,0.577,0.625,0.571,7,25,32,32,11,5,22,23.0,8,0.486,0.357,0.731,10,20,30,24,12,6,20,21.0,-8,W
52243,0.483,0.48,0.762,20,29,49,25,4,4,15,27.0,9,0.469,0.2,0.813,12,24,36,18,5,1,11,22.0,-9,W
52244,0.422,0.4,1.0,14,21,35,16,10,2,15,12.0,-1,0.493,0.471,0.545,9,25,34,22,8,11,20,14.0,1,L
52245,0.42,0.4,0.833,8,32,40,17,5,10,10,27.0,-6,0.392,0.345,0.78,11,36,47,20,7,3,13,23.0,6,L
52246,0.464,0.25,0.714,12,23,35,15,8,7,11,17.0,-12,0.526,0.556,0.857,10,27,37,24,6,4,16,26.0,12,L
52247,0.451,0.167,0.864,8,31,39,28,7,7,13,22.0,5,0.381,0.412,0.864,16,32,48,24,5,8,18,18.0,-5,W
52248,0.462,0.304,0.667,16,38,54,23,8,5,8,13.0,15,0.452,0.4,0.75,6,35,41,27,4,2,13,20.0,-15,W
52249,0.519,0.438,0.636,12,26,38,24,10,5,15,13.0,8,0.442,0.5,0.769,19,27,46,29,6,3,16,22.0,-8,W
52250,0.44,0.261,0.889,11,29,40,20,10,3,15,21.0,5,0.462,0.313,0.815,9,30,39,20,9,7,19,20.0,-5,W
52251,0.538,0.32,0.522,6,33,39,29,9,3,9,20.0,4,0.469,0.588,0.696,10,36,46,24,6,4,13,20.0,-4,W
52252,0.437,0.214,0.769,14,29,43,21,5,5,15,18.0,3,0.415,0.308,0.714,13,24,37,20,6,4,12,22.0,-3,W
52253,0.446,0.324,0.769,7,31,38,24,8,7,23,21.0,-10,0.465,0.381,0.68,11,30,41,22,13,8,15,12.0,10,L
52254,0.549,0.409,0.632,16,37,53,26,5,3,14,21.0,7,0.5,0.452,0.778,7,21,28,26,8,1,9,30.0,-7,W
52255,0.564,0.182,0.833,7,35,42,29,4,4,17,17.0,20,0.375,0.261,0.824,10,24,34,16,8,2,13,20.0,-20,W
52256,0.447,0.25,0.684,9,42,51,24,8,7,14,18.0,4,0.36,0.389,0.731,12,39,51,20,9,7,15,19.0,-4,W
52257,0.481,0.455,0.625,18,31,49,23,8,9,25,22.0,-10,0.478,0.316,0.875,10,20,30,30,14,4,12,22.0,10,L
52258,0.458,0.2,0.667,6,31,37,25,7,7,13,17.0,-8,0.44,0.3,0.688,14,31,45,19,9,4,15,16.0,8,L
52259,0.49,0.308,0.8,16,36,52,22,7,8,12,28.0,13,0.425,0.412,0.75,7,27,34,15,5,8,15,13.0,-13,W
52260,0.408,0.4,0.828,11,30,41,18,11,8,19,15.0,-12,0.494,0.48,0.5,13,32,45,31,7,6,18,22.0,12,L
52261,0.423,0.313,0.757,8,35,43,18,7,4,17,23.0,5,0.398,0.333,0.615,14,31,45,20,5,4,15,25.0,-5,W
52262,0.408,0.167,0.75,7,39,46,18,6,3,12,23.0,-3,0.386,0.286,0.85,11,38,49,12,7,5,12,23.0,3,L
52263,0.432,0.444,0.85,10,31,41,22,6,4,14,12.0,-2,0.5,0.25,0.789,7,31,38,25,3,7,10,20.0,2,L
52264,0.538,0.429,0.538,12,33,45,26,7,3,18,14.0,18,0.42,0.214,0.813,9,21,30,16,14,4,10,14.0,-18,W
52265,0.466,0.45,0.667,16,40,56,22,4,8,15,26.0,16,0.346,0.211,0.879,10,27,37,12,6,5,11,19.0,-16,W
52266,0.523,0.4,0.773,8,36,44,27,10,5,16,17.0,5,0.467,0.5,0.615,11,30,41,34,6,6,17,20.0,-5,W
52267,0.558,0.294,0.826,9,27,36,24,12,4,12,17.0,22,0.472,0.333,0.696,12,23,35,11,9,2,19,18.0,-22,W
52268,0.462,0.333,0.944,10,37,47,20,8,7,14,19.0,-6,0.483,0.391,0.75,8,38,46,29,11,1,15,17.0,6,L
52269,0.447,0.333,0.75,12,37,49,31,10,6,12,21.0,12,0.452,0.368,1.0,10,38,48,28,8,1,21,30.0,-12,W
52270,0.419,0.533,0.714,8,31,39,15,11,3,18,27.0,-10,0.487,0.261,0.833,8,39,47,27,10,6,20,20.0,10,L
52271,0.388,0.15,0.85,12,22,34,20,8,7,17,26.0,-18,0.479,0.524,0.808,13,31,44,23,8,7,22,24.0,18,L
52272,0.578,0.471,0.588,6,29,35,29,8,8,16,27.0,13,0.443,0.214,0.606,22,26,48,27,8,2,17,20.0,-13,W
52273,0.522,0.444,0.375,15,30,45,25,6,3,12,21.0,24,0.408,0.176,0.64,9,28,37,16,6,8,14,11.0,-24,W
52274,0.507,0.316,0.682,4,30,34,16,6,5,11,22.0,17,0.346,0.148,0.87,15,32,47,17,6,4,18,17.0,-17,W
52275,0.494,0.292,0.826,7,31,38,20,7,1,9,16.0,9,0.506,0.5,0.786,9,35,44,30,4,0,17,19.0,-9,W
52276,0.494,0.429,0.778,14,36,50,31,6,3,12,18.0,13,0.45,0.444,0.857,7,24,31,21,7,10,10,20.0,-13,W
52277,0.467,0.44,0.952,9,23,32,23,10,1,15,19.0,1,0.494,0.438,0.765,15,26,41,25,6,4,15,22.0,-1,W
52278,0.406,0.433,0.7,22,36,58,24,7,7,12,15.0,7,0.419,0.464,1.0,12,38,50,25,8,4,16,25.0,-7,W
52279,0.53,0.3,0.885,9,19,28,28,17,6,14,18.0,4,0.537,0.333,0.833,17,25,42,21,9,5,22,24.0,-4,W
52280,0.528,0.419,0.824,10,41,51,34,13,7,17,21.0,28,0.42,0.364,0.5,13,27,40,20,8,5,20,16.0,-28,W
52281,0.43,0.3,0.789,9,33,42,20,6,2,9,14.0,13,0.408,0.267,0.917,7,34,41,19,5,6,17,16.0,-13,W
52282,0.488,0.294,0.722,11,28,39,22,6,4,15,23.0,-1,0.474,0.545,0.864,10,29,39,12,8,4,15,22.0,1,L
52283,0.507,0.455,0.885,8,30,38,21,5,10,17,22.0,1,0.481,0.5,0.739,7,23,30,23,8,4,17,24.0,-1,W
52284,0.554,0.412,0.552,6,37,43,29,6,3,14,20.0,9,0.444,0.25,0.769,10,29,39,24,9,6,10,26.0,-9,W
52285,0.542,0.593,0.706,6,20,26,22,6,3,14,17.0,2,0.6,0.435,0.8,7,23,30,21,7,2,19,21.0,-2,W
52286,0.409,0.25,0.852,8,38,46,24,11,8,17,20.0,2,0.406,0.217,0.75,17,36,53,19,6,6,21,27.0,-2,W
52287,0.512,0.353,0.667,8,29,37,33,8,2,13,23.0,13,0.439,0.2,0.759,9,30,39,28,9,4,19,13.0,-13,W
52288,0.444,0.435,0.75,18,33,51,26,9,2,15,21.0,-2,0.506,0.478,0.722,7,30,37,25,8,7,12,14.0,2,L
52289,0.511,0.455,0.833,12,32,44,26,8,0,15,24.0,15,0.442,0.235,0.821,8,30,38,22,7,6,18,15.0,-15,W
52290,0.364,0.188,0.889,22,25,47,18,10,7,15,17.0,-8,0.429,0.45,0.696,14,29,43,20,6,7,16,19.0,8,L
52291,0.542,0.444,0.667,6,21,27,25,8,4,10,14.0,-3,0.548,0.615,0.789,9,29,38,26,6,4,17,15.0,3,L
52292,0.449,0.389,0.64,15,33,48,22,5,14,11,20.0,8,0.395,0.5,0.714,11,30,41,12,3,5,12,20.0,-8,W
52293,0.5,0.448,0.833,12,33,45,23,8,3,20,13.0,20,0.405,0.222,0.778,11,25,36,24,9,5,15,12.0,-20,W
52294,0.395,0.278,0.579,14,25,39,19,2,9,16,19.0,-45,0.528,0.471,0.833,10,34,44,27,12,4,6,18.0,45,L
52295,0.474,0.5,0.7,9,32,41,23,10,4,15,23.0,1,0.459,0.478,0.706,16,27,43,23,6,5,18,27.0,-1,W
52296,0.481,0.273,0.81,10,35,45,20,4,2,20,19.0,-2,0.439,0.391,0.6,7,28,35,24,14,3,11,19.0,2,L
52297,0.437,0.316,0.87,11,26,37,28,7,4,11,18.0,-12,0.535,0.4,0.8,13,36,49,22,4,8,14,19.0,12,L
52298,0.494,0.364,0.636,9,41,50,34,7,4,15,17.0,5,0.424,0.474,0.905,8,29,37,21,8,0,9,25.0,-5,W
52299,0.429,0.222,0.76,12,24,36,27,8,4,12,13.0,-13,0.536,0.688,0.7,7,32,39,31,8,9,14,23.0,13,L
52300,0.405,0.182,0.714,21,30,51,18,7,4,21,20.0,-27,0.469,0.478,0.636,21,27,48,28,13,8,10,21.0,27,L
52301,0.453,0.357,0.783,15,31,46,24,8,5,16,14.0,2,0.5,0.533,0.8,10,30,40,31,8,2,16,21.0,-2,W
52302,0.421,0.462,0.6,11,32,43,27,9,6,11,17.0,8,0.4,0.318,0.81,8,38,46,22,5,6,19,15.0,-8,W
52303,0.551,0.563,0.81,6,29,35,28,16,5,23,20.0,24,0.411,0.211,0.824,9,23,32,13,12,2,24,16.0,-24,W
52304,0.573,0.412,0.625,10,26,36,30,4,4,9,18.0,16,0.494,0.269,0.875,8,23,31,14,4,0,11,13.0,-16,W
52305,0.458,0.25,0.867,7,29,36,21,11,2,12,20.0,6,0.423,0.296,0.632,11,35,46,19,7,4,20,16.0,-6,W
52306,0.449,0.294,0.75,10,24,34,20,7,6,19,13.0,-20,0.518,0.579,0.571,13,25,38,21,10,3,15,20.0,20,L
52307,0.534,0.313,0.8,6,32,38,22,9,4,18,22.0,18,0.397,0.353,0.654,11,27,38,13,11,1,19,19.0,-18,W
52308,0.5,0.333,0.696,7,33,40,24,6,5,13,24.0,5,0.474,0.364,0.607,10,33,43,22,5,7,12,32.0,-5,W
52309,0.415,0.429,0.737,15,26,41,17,3,7,19,19.0,-16,0.495,0.308,0.769,15,30,45,27,10,5,12,22.0,16,L
52310,0.444,0.5,0.905,15,41,56,23,8,4,17,18.0,19,0.364,0.167,0.444,16,28,44,11,8,10,14,17.0,-19,W
52311,0.48,0.385,0.611,3,33,36,26,10,8,17,18.0,1,0.388,0.409,0.739,15,37,52,16,6,5,17,18.0,-1,W
52312,0.512,0.286,0.722,9,31,40,21,9,7,20,23.0,8,0.481,0.296,0.686,10,32,42,22,11,6,22,29.0,-8,W
52313,0.434,0.263,0.704,8,30,38,20,9,3,13,25.0,-6,0.461,0.333,0.639,14,31,45,16,11,4,15,18.0,6,L
52314,0.429,0.35,0.84,12,34,46,26,6,4,13,21.0,3,0.444,0.32,0.708,12,35,47,25,8,5,15,18.0,-3,W
52315,0.556,0.357,0.84,4,39,43,25,5,11,16,18.0,17,0.347,0.24,0.789,21,27,48,19,12,2,13,23.0,-17,W
52316,0.474,0.214,0.737,9,38,47,20,6,4,20,18.0,9,0.38,0.1,0.76,9,26,35,21,12,4,13,15.0,-9,W
52317,0.421,0.371,0.731,14,36,50,17,5,4,16,15.0,10,0.398,0.4,0.706,12,28,40,18,7,3,13,22.0,-10,W
52318,0.427,0.267,0.76,12,34,46,20,9,7,13,21.0,-10,0.455,0.381,0.84,12,39,51,25,10,12,15,18.0,10,L
52319,0.52,0.455,0.5,11,29,40,19,7,4,18,18.0,4,0.436,0.071,0.909,11,18,29,23,9,3,14,17.0,-4,W
52320,0.5,0.222,0.643,10,38,48,30,9,5,15,13.0,13,0.379,0.158,1.0,15,32,47,19,10,6,14,13.0,-13,W
52321,0.542,0.286,0.535,13,36,49,27,8,11,11,21.0,18,0.398,0.3,0.885,13,29,42,19,5,6,15,33.0,-18,W
52322,0.432,0.267,0.706,9,38,47,19,7,7,13,21.0,9,0.367,0.35,0.75,12,28,40,15,6,8,15,22.0,-9,W
52323,0.557,0.412,0.708,8,26,34,21,5,3,17,22.0,13,0.471,0.357,0.75,6,19,25,21,7,6,11,22.0,-13,W
52324,0.524,0.318,0.818,7,25,32,29,14,6,9,20.0,15,0.528,0.308,0.857,5,31,36,19,4,8,22,20.0,-15,W
52325,0.461,0.455,0.444,8,32,40,23,8,4,13,18.0,-11,0.424,0.375,0.84,17,40,57,27,6,6,13,14.0,11,L
52326,0.469,0.462,0.588,11,34,45,30,7,6,12,25.0,25,0.347,0.158,0.645,9,28,37,12,6,4,15,16.0,-25,W
52327,0.449,0.143,0.824,12,34,46,22,9,6,19,12.0,9,0.41,0.25,1.0,7,24,31,19,12,0,16,19.0,-9,W
52328,0.506,0.474,0.7,14,33,47,34,5,3,13,24.0,20,0.407,0.333,0.75,15,33,48,22,7,1,12,21.0,-20,W
52329,0.487,0.25,0.938,3,42,45,25,5,4,16,17.0,10,0.409,0.273,0.471,12,29,41,24,8,2,16,23.0,-10,W
52330,0.547,0.442,0.538,15,37,52,34,8,1,17,19.0,39,0.421,0.286,0.733,5,25,30,14,8,2,19,15.0,-39,W
52331,0.478,0.5,0.87,14,30,44,27,9,2,13,16.0,5,0.494,0.333,0.808,14,33,47,19,10,11,17,20.0,-5,W
52332,0.512,0.35,0.783,14,36,50,27,5,5,15,19.0,14,0.418,0.421,0.875,9,26,35,18,7,7,14,23.0,-14,W
52333,0.507,0.556,0.679,10,39,49,25,2,6,16,17.0,6,0.433,0.421,0.813,10,27,37,24,9,2,5,22.0,-6,W
52334,0.467,0.375,0.7,14,28,42,26,6,9,16,16.0,9,0.436,0.263,0.5,20,32,52,32,9,5,17,17.0,-9,W
52335,0.392,0.316,0.533,12,33,45,17,3,7,14,12.0,-17,0.409,0.4,0.692,18,35,53,26,12,5,9,14.0,17,L
52336,0.584,0.333,0.69,15,29,44,30,12,5,18,27.0,29,0.4,0.214,0.818,9,19,28,15,12,4,23,25.0,-29,W
52337,0.5,0.611,0.852,6,23,29,23,8,2,17,22.0,2,0.506,0.429,0.714,13,28,41,27,9,2,21,26.0,-2,W
52338,0.446,0.357,0.667,10,37,47,26,10,8,15,18.0,-1,0.47,0.3,0.636,7,34,41,24,9,3,14,15.0,1,L
52339,0.373,0.222,0.781,14,24,38,15,10,3,15,24.0,-15,0.533,0.25,0.739,7,27,34,19,10,4,13,23.0,15,L
52340,0.456,0.15,0.6,7,39,46,26,8,7,11,10.0,17,0.338,0.083,0.75,10,36,46,20,5,2,13,5.0,-17,W
52341,0.456,0.412,0.813,14,32,46,22,6,2,15,16.0,14,0.422,0.231,0.5,17,26,43,15,10,5,12,13.0,-14,W
52342,0.506,0.083,0.667,12,27,39,23,6,5,11,18.0,5,0.425,0.32,0.9,12,28,40,13,8,5,16,24.0,-5,W
52343,0.528,0.583,0.833,5,36,41,25,8,8,22,19.0,7,0.402,0.15,0.72,15,24,39,13,11,4,13,21.0,-7,W
52344,0.527,0.429,0.794,13,34,47,23,6,8,16,19.0,10,0.443,0.25,0.864,12,23,35,18,7,6,10,25.0,-10,W
52345,0.471,0.231,0.789,10,19,29,23,13,2,13,20.0,-2,0.586,0.389,0.688,8,31,39,23,5,8,28,24.0,2,L
52346,0.44,0.583,0.63,13,31,44,27,11,8,13,16.0,8,0.468,0.235,0.8,9,35,44,21,6,6,20,24.0,-8,W
52347,0.471,0.4,0.741,8,40,48,25,11,8,11,19.0,21,0.414,0.188,0.8,6,34,40,21,7,9,14,18.0,-21,W
52348,0.348,0.261,0.789,20,32,52,16,7,5,17,18.0,-9,0.451,0.231,0.833,5,35,40,20,5,5,13,18.0,9,L
52349,0.505,0.575,0.714,14,34,48,35,6,2,9,24.0,31,0.477,0.2,0.8,11,29,40,21,2,5,12,26.0,-31,W
52350,0.48,0.44,0.775,5,32,37,28,7,8,12,26.0,11,0.444,0.381,0.821,5,34,39,26,5,3,18,33.0,-11,W
52351,0.44,0.313,0.73,16,37,53,26,9,12,17,19.0,8,0.48,0.188,0.455,12,32,44,27,6,11,17,28.0,-8,W
52352,0.439,0.333,0.882,14,20,34,15,7,0,17,20.0,-6,0.507,0.4,0.818,11,29,40,19,9,2,22,23.0,6,L
52353,0.345,0.3,0.714,14,36,50,16,6,5,18,20.0,-10,0.402,0.333,0.636,13,35,48,17,16,6,14,16.0,10,L
