ID,WL_HOME,FG_PCT_HOME,FG3_PCT_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FG_PCT_AWAY,FG3_PCT_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY
24210,W,0.513,0.429,0.667,17,33,50,26,10,5,23,28.0,24,0.395,0.222,0.784,14,22,36,24,14,1,21,41.0,-24
24211,W,0.581,0.375,0.778,16,35,51,32,12,6,16,23.0,27,0.512,,0.727,6,20,26,29,8,6,18,27.0,-27
24212,W,0.512,0.5,0.714,10,35,45,24,3,10,15,22.0,12,0.396,0.333,0.87,14,29,43,28,2,4,14,22.0,-12
24213,W,0.494,0.167,0.955,12,28,40,28,8,4,19,15.0,1,0.465,0.667,0.688,16,28,44,31,9,4,14,18.0,-1
24214,W,0.488,0.167,0.868,8,25,33,32,5,3,9,21.0,6,0.5,0.333,0.696,17,27,44,24,6,4,13,31.0,-6
24215,L,0.5,0.2,0.76,10,24,34,20,4,5,22,26.0,-16,0.541,0.25,0.824,10,26,36,28,12,6,13,21.0,16
24216,W,0.458,0.0,0.833,19,28,47,27,15,4,18,26.0,3,0.511,0.6,0.708,13,31,44,20,7,8,22,24.0,-3
24217,L,0.446,0.25,0.783,16,25,41,21,13,8,18,22.0,-1,0.533,0.25,0.737,8,24,32,19,8,9,21,23.0,1
24218,L,0.451,0.5,0.774,20,30,50,27,9,5,25,35.0,-6,0.447,0.0,0.886,20,33,53,15,13,9,24,30.0,6
24219,W,0.517,0.5,0.8,15,35,50,30,4,2,19,21.0,3,0.439,0.0,0.788,16,25,41,19,12,6,12,24.0,-3
24220,W,0.576,0.333,0.804,7,26,33,34,9,3,10,26.0,2,0.542,0.588,0.656,22,30,52,29,3,5,20,27.0,-2
24221,W,0.52,0.2,0.681,20,40,60,29,4,9,22,17.0,19,0.412,0.0,0.667,14,24,38,18,13,0,10,27.0,-19
24222,W,0.561,0.0,0.762,9,25,34,30,10,1,13,28.0,4,0.493,0.5,0.778,7,25,32,23,6,5,15,20.0,-4
24223,L,0.464,0.125,0.75,16,31,47,32,8,3,15,32.0,-6,0.474,0.286,0.818,10,28,38,16,5,5,13,18.0,6
24224,W,0.463,0.0,0.814,11,34,45,22,10,8,18,33.0,11,0.424,0.0,0.625,14,32,46,18,6,6,21,34.0,-11
24225,W,0.475,0.0,0.811,17,31,48,22,7,13,15,16.0,7,0.459,0.286,0.467,16,25,41,27,5,5,12,25.0,-7
24226,W,0.438,0.0,0.787,7,41,48,17,8,2,11,26.0,11,0.398,0.0,0.75,11,34,45,12,5,5,15,30.0,-11
24227,L,0.494,,0.821,11,33,44,17,10,3,25,26.0,-2,0.46,0.667,0.781,13,28,41,28,11,2,19,25.0,2
24228,W,0.551,0.25,0.658,14,37,51,32,8,8,16,22.0,13,0.485,0.4,0.826,10,28,38,30,8,5,11,29.0,-13
24229,W,0.52,0.286,0.75,10,33,43,27,16,7,18,28.0,27,0.506,0.0,0.73,6,36,42,21,9,2,32,32.0,-27
24230,W,0.581,0.583,0.743,12,29,41,34,9,6,17,27.0,19,0.466,0.167,0.893,22,24,46,25,8,3,19,24.0,-19
24231,W,0.568,1.0,0.682,11,31,42,31,8,6,22,24.0,11,0.511,0.222,0.56,18,25,43,23,14,1,20,21.0,-11
24232,W,0.469,0.333,0.926,17,31,48,29,5,9,9,22.0,4,0.511,0.75,0.645,15,32,47,23,6,8,15,22.0,-4
24233,W,0.495,0.5,0.828,15,42,57,30,8,9,20,21.0,19,0.411,0.0,0.828,6,30,36,17,11,6,16,24.0,-19
24234,L,0.482,1.0,0.783,8,23,31,21,5,3,10,24.0,-12,0.586,,0.821,6,33,39,29,6,4,12,21.0,12
24235,L,0.419,0.188,0.739,20,25,45,17,10,5,20,21.0,-12,0.469,0.167,0.76,20,27,47,28,13,1,16,19.0,12
24236,L,0.449,0.2,0.697,14,21,35,23,5,8,13,29.0,-21,0.495,0.0,0.846,21,34,55,28,7,8,15,26.0,21
24237,L,0.489,0.25,0.778,11,17,28,26,10,2,14,16.0,-16,0.645,0.667,0.875,9,32,41,33,6,4,22,17.0,16
24238,W,0.579,1.0,0.667,9,35,44,33,9,6,14,25.0,14,0.409,0.25,0.783,16,23,39,19,13,5,16,22.0,-14
24239,W,0.594,0.429,0.632,12,34,46,43,12,8,12,24.0,35,0.444,0.5,0.5,19,27,46,15,8,4,19,21.0,-35
24240,L,0.436,0.0,0.786,16,28,44,20,9,1,13,21.0,-6,0.442,,0.92,15,34,49,18,4,5,17,15.0,6
24241,L,0.456,0.0,0.818,15,29,44,25,3,6,17,24.0,-27,0.515,0.5,0.964,11,34,45,25,7,3,10,15.0,27
24242,W,0.478,0.333,0.773,12,32,44,25,11,3,14,15.0,13,0.47,0.5,0.647,13,26,39,27,9,5,18,23.0,-13
24243,W,0.511,0.0,0.917,18,22,40,28,14,7,14,21.0,5,0.519,0.4,0.92,9,19,28,33,9,1,18,23.0,-5
24244,L,0.41,0.333,0.696,15,30,45,20,6,7,19,19.0,-8,0.398,0.333,0.8,17,26,43,22,13,3,13,20.0,8
24245,L,0.538,0.375,0.909,11,29,40,35,4,4,22,24.0,-22,0.527,0.563,0.8,14,24,38,29,11,4,13,20.0,22
24246,L,0.553,0.6,0.78,8,30,38,32,4,4,17,30.0,-4,0.562,0.571,0.707,12,29,41,28,9,2,11,27.0,4
24247,W,0.448,0.0,0.844,19,40,59,26,6,10,16,29.0,22,0.389,,0.889,12,28,40,24,8,3,16,34.0,-22
24248,W,0.5,0.25,0.789,7,27,34,23,13,11,18,26.0,3,0.5,0.375,0.725,15,28,43,20,12,8,26,32.0,-3
24249,W,0.53,0.0,0.81,8,32,40,24,10,9,16,23.0,8,0.452,0.25,0.76,16,28,44,26,9,5,16,23.0,-8
24250,W,0.627,0.2,0.87,11,42,53,32,6,6,20,20.0,19,0.421,0.2,0.833,16,20,36,27,10,6,10,22.0,-19
24251,L,0.424,0.333,0.545,20,23,43,24,2,0,17,27.0,-47,0.644,0.0,0.765,8,38,46,35,11,8,10,13.0,47
24252,W,0.529,0.0,0.794,12,26,38,27,6,3,13,27.0,10,0.448,0.25,0.853,16,22,38,19,7,8,13,28.0,-10
24253,W,0.593,0.8,0.789,15,29,44,35,12,8,16,24.0,19,0.506,0.0,0.778,10,18,28,23,10,4,15,20.0,-19
24254,W,0.456,0.667,0.818,14,31,45,17,3,5,16,25.0,5,0.434,0.25,0.773,18,21,39,24,7,2,13,30.0,-5
24255,W,0.482,0.0,0.879,8,31,39,30,12,5,22,18.0,17,0.459,0.333,0.778,10,31,41,26,14,4,34,26.0,-17
24256,W,0.392,0.167,0.895,17,30,47,29,10,10,18,18.0,20,0.488,0.5,0.526,11,29,40,25,10,5,15,25.0,-20
24257,L,0.494,0.2,0.6,14,29,43,25,13,5,18,27.0,-5,0.488,,0.75,13,31,44,25,10,3,20,26.0,5
24258,W,0.545,0.0,0.696,10,24,34,30,13,8,20,19.0,7,0.464,0.333,0.565,16,27,43,23,9,5,25,25.0,-7
24259,W,0.474,0.167,0.893,12,33,45,23,4,3,13,18.0,5,0.455,0.143,0.737,11,26,37,28,9,2,8,18.0,-5
24260,W,0.489,0.0,0.778,17,24,41,28,7,2,11,15.0,7,0.558,0.6,0.944,10,27,37,37,5,4,17,34.0,-7
24261,W,0.436,0.0,0.846,23,26,49,26,12,7,10,23.0,13,0.407,0.0,0.833,19,26,45,24,6,4,15,20.0,-13
24262,L,0.387,0.6,0.769,26,30,56,23,10,8,19,31.0,-10,0.471,0.571,0.767,12,39,51,28,7,18,17,24.0,10
24263,W,0.547,0.5,0.905,14,26,40,36,11,3,17,27.0,15,0.558,0.25,0.781,10,28,38,30,9,9,27,19.0,-15
24264,W,0.472,0.2,0.739,13,31,44,25,11,4,9,22.0,3,0.448,0.167,0.741,18,35,53,19,5,2,17,19.0,-3
24265,W,0.439,,0.756,16,31,47,26,13,9,24,28.0,10,0.41,0.0,0.714,15,26,41,21,15,1,23,30.0,-10
24266,L,0.494,0.333,0.684,12,32,44,26,8,1,17,19.0,-1,0.506,0.364,0.696,9,27,36,20,10,2,16,23.0,1
24267,W,0.505,0.5,0.649,16,36,52,31,7,4,28,28.0,13,0.414,0.357,0.73,10,23,33,19,11,4,17,29.0,-13
24268,W,0.51,0.125,0.784,11,24,35,36,7,2,9,29.0,5,0.516,0.5,0.667,17,34,51,28,6,5,17,31.0,-5
24269,W,0.506,0.556,0.71,12,33,45,30,5,9,9,22.0,20,0.435,0.333,0.783,14,34,48,22,4,7,13,22.0,-20
24270,L,0.53,0.4,0.793,10,24,34,25,9,3,15,29.0,-7,0.54,,0.788,14,28,42,25,7,1,17,25.0,7
24271,W,0.442,1.0,0.837,17,32,49,28,10,11,10,23.0,8,0.443,0.444,0.828,21,35,56,24,4,10,17,35.0,-8
24272,W,0.519,0.556,0.714,14,25,39,27,13,11,21,16.0,15,0.5,0.333,0.765,12,24,36,23,7,6,22,23.0,-15
24273,W,0.519,0.667,0.818,11,23,34,27,11,8,10,18.0,29,0.467,0.0,0.714,16,24,40,16,5,3,25,29.0,-29
24274,L,0.467,0.167,0.559,11,42,53,26,8,5,14,16.0,-5,0.511,0.333,0.64,8,39,47,31,9,7,14,24.0,5
24275,W,0.519,0.6,0.786,15,31,46,28,12,5,19,26.0,16,0.412,0.167,0.786,17,25,42,22,12,2,20,30.0,-16
24276,W,0.455,0.0,0.829,13,37,50,24,8,6,16,20.0,10,0.434,0.0,0.765,12,36,48,26,6,2,19,26.0,-10
24277,W,0.456,0.333,0.694,14,32,46,24,13,11,17,28.0,7,0.471,0.333,0.679,13,31,44,28,5,6,23,27.0,-7
24278,L,0.45,0.0,0.773,14,39,53,27,5,7,19,26.0,-17,0.505,0.75,0.735,8,36,44,29,15,0,14,20.0,17
24279,W,0.489,0.25,0.857,13,30,43,28,5,4,16,30.0,5,0.483,0.5,0.65,12,31,43,26,8,4,14,27.0,-5
24280,W,0.557,0.8,0.808,14,32,46,34,14,6,18,22.0,28,0.434,0.6,0.69,13,25,38,20,14,5,27,21.0,-28
24281,W,0.524,0.364,0.862,15,31,46,38,14,8,19,15.0,20,0.464,0.154,0.684,25,29,54,23,16,7,29,26.0,-20
24282,W,0.527,0.5,0.964,12,36,48,19,8,9,25,28.0,9,0.409,0.125,0.618,18,23,41,23,17,4,13,25.0,-9
24283,L,0.444,0.0,0.65,9,22,31,23,16,4,8,18.0,-7,0.569,0.6,0.75,7,35,42,21,3,7,23,19.0,7
24284,W,0.455,0.0,0.806,10,31,41,23,9,5,14,16.0,15,0.42,0.0,0.5,20,33,53,15,9,4,19,26.0,-15
24285,W,0.519,0.333,0.788,11,27,38,26,8,6,12,26.0,4,0.488,0.571,0.667,13,26,39,25,8,7,15,23.0,-4
24286,W,0.52,0.25,0.824,21,31,52,34,15,4,10,23.0,33,0.427,0.333,0.824,11,24,35,24,1,9,16,24.0,-33
24287,W,0.505,0.0,0.833,15,24,39,26,6,5,16,20.0,3,0.529,0.364,0.944,8,26,34,27,8,4,21,26.0,-3
24288,W,0.512,0.4,0.778,10,32,42,30,9,8,12,21.0,14,0.402,0.2,0.75,16,28,44,23,8,6,13,21.0,-14
24289,L,0.449,0.0,0.826,8,32,40,15,2,11,18,24.0,-12,0.406,0.0,0.826,20,34,54,26,10,3,15,24.0,12
24290,L,0.506,0.25,0.759,16,18,34,21,9,4,28,25.0,-4,0.5,0.0,0.767,17,20,37,22,21,4,24,24.0,4
24291,L,0.468,0.0,0.839,23,26,49,25,8,9,23,30.0,-7,0.495,0.4,0.75,16,30,46,23,12,8,24,28.0,7
24292,W,0.494,0.2,0.758,17,30,47,28,15,6,18,23.0,8,0.518,0.667,0.842,12,28,40,29,6,7,23,28.0,-8
24293,W,0.495,0.5,0.854,20,28,48,22,12,7,15,25.0,12,0.462,0.25,0.824,20,29,49,19,10,4,22,31.0,-12
24294,L,0.468,0.0,0.846,14,30,44,24,7,0,19,27.0,-3,0.393,0.375,0.789,14,28,42,24,10,7,17,22.0,3
24295,L,0.548,0.0,0.791,11,38,49,30,7,5,23,26.0,-7,0.481,0.4,0.818,18,27,45,26,16,1,13,33.0,7
24296,W,0.544,0.0,0.5,11,33,44,29,9,2,18,26.0,2,0.488,0.5,0.771,11,28,39,21,6,4,19,25.0,-2
24297,W,0.453,0.333,0.75,20,35,55,28,9,10,12,20.0,21,0.422,0.25,0.778,16,28,44,25,5,5,14,22.0,-21
24298,L,0.435,0.25,0.848,13,21,34,22,10,4,14,35.0,-6,0.577,1.0,0.841,7,30,37,25,5,7,23,30.0,6
24299,W,0.594,0.545,0.815,15,28,43,40,22,6,20,17.0,50,0.447,0.2,1.0,16,21,37,22,11,8,28,22.0,-50
24300,W,0.468,0.6,0.731,23,33,56,27,9,10,17,27.0,15,0.396,0.333,0.75,12,24,36,19,10,9,16,24.0,-15
24301,W,0.522,0.0,0.552,12,40,52,36,13,7,7,23.0,28,0.343,0.0,0.571,24,35,59,13,4,2,17,23.0,-28
24302,W,0.544,0.286,0.682,10,37,47,38,12,6,14,23.0,27,0.373,0.5,0.806,24,34,58,20,7,8,24,23.0,-27
24303,L,0.391,0.2,0.676,22,27,49,11,9,8,13,22.0,-11,0.462,0.0,0.773,19,28,47,17,6,3,13,24.0,11
24304,L,0.506,0.111,0.667,14,37,51,25,7,8,22,21.0,-3,0.382,0.19,0.786,23,28,51,24,13,6,18,22.0,3
24305,L,0.506,0.333,0.667,19,18,37,25,9,5,22,27.0,-3,0.478,0.0,0.886,14,20,34,20,14,6,22,18.0,3
24306,W,0.585,0.25,0.818,9,33,42,35,13,9,17,21.0,18,0.376,0.0,0.808,29,20,49,20,10,1,20,23.0,-18
24307,W,0.532,0.0,0.783,17,33,50,35,22,2,30,29.0,30,0.461,0.333,0.773,8,23,31,16,10,6,30,30.0,-30
24308,W,0.453,0.0,0.851,5,30,35,22,12,5,22,21.0,4,0.5,0.4,0.632,10,37,47,33,10,3,27,37.0,-4
24309,L,0.286,0.2,0.667,19,26,45,9,8,4,15,19.0,-34,0.548,0.0,0.682,11,41,52,30,9,9,15,21.0,34
24310,W,0.527,0.0,0.813,10,35,45,35,16,3,14,26.0,13,0.456,0.353,0.75,15,29,44,20,4,6,24,23.0,-13
24311,L,0.393,0.111,0.784,14,30,44,21,1,4,10,17.0,-13,0.505,0.5,0.833,12,35,47,32,4,7,9,25.0,13
24312,W,0.44,0.333,0.733,14,38,52,27,8,8,19,22.0,8,0.433,0.364,0.667,12,33,45,26,8,6,22,32.0,-8
24313,L,0.483,0.143,0.789,5,32,37,21,7,7,21,30.0,-7,0.41,0.0,0.886,14,34,48,18,13,3,13,19.0,7
24314,W,0.562,0.25,0.677,16,29,45,32,5,14,15,20.0,19,0.455,0.375,0.615,18,26,44,26,3,2,15,28.0,-19
24315,L,0.426,0.667,0.607,18,27,45,20,9,3,10,21.0,-3,0.506,0.0,0.643,16,35,51,26,8,8,15,20.0,3
24316,W,0.5,0.167,0.765,10,30,40,29,13,3,12,19.0,7,0.515,0.167,0.524,15,27,42,34,8,5,17,25.0,-7
24317,W,0.547,0.333,0.75,16,27,43,30,9,1,12,20.0,10,0.565,0.5,0.737,11,23,34,29,4,1,18,28.0,-10
24318,W,0.541,0.4,0.8,17,32,49,29,7,12,17,24.0,11,0.451,0.333,0.757,13,20,33,21,7,4,16,21.0,-11
24319,W,0.522,0.0,0.75,13,34,47,20,12,7,19,18.0,1,0.489,0.4,0.6,12,29,41,25,13,8,16,18.0,-1
24320,W,0.558,0.0,0.864,12,29,41,28,8,7,12,17.0,5,0.494,0.0,0.8,14,18,32,19,6,2,9,20.0,-5
24321,W,0.495,0.143,0.74,15,40,55,31,7,8,15,28.0,38,0.355,0.0,0.634,15,29,44,19,5,3,19,34.0,-38
24322,W,0.553,,0.862,8,38,46,26,12,5,24,26.0,25,0.4,0.6,0.654,10,22,32,23,11,3,21,28.0,-25
24323,L,0.447,0.0,0.885,21,23,44,22,10,4,19,23.0,-5,0.457,0.429,0.676,26,26,52,20,14,9,22,26.0,5
24324,L,0.376,0.25,0.824,10,36,46,18,10,5,17,24.0,-4,0.456,0.0,0.789,10,39,49,22,3,5,18,24.0,4
24325,L,0.469,0.0,0.75,14,24,38,34,4,9,13,25.0,-9,0.477,0.143,0.737,16,32,48,27,4,6,16,11.0,9
24326,W,0.463,0.0,0.727,18,28,46,28,6,3,21,29.0,1,0.526,0.455,0.762,12,34,46,35,8,9,28,27.0,-1
24327,W,0.533,0.429,0.8,17,45,62,34,5,9,18,15.0,14,0.412,0.5,0.667,20,27,47,27,15,7,9,19.0,-14
24328,L,0.447,0.2,0.813,17,30,47,28,9,6,17,22.0,-3,0.461,0.5,0.767,14,24,38,21,8,3,16,25.0,3
24329,W,0.488,0.143,0.778,11,31,42,30,11,6,14,16.0,13,0.429,0.0,0.81,15,25,40,21,6,5,15,21.0,-13
24330,W,0.506,0.333,0.889,10,42,52,33,11,14,22,26.0,17,0.323,0.5,0.889,15,28,43,16,8,6,16,23.0,-17
24331,W,0.5,1.0,0.949,18,32,50,28,6,3,17,23.0,9,0.505,0.5,0.56,24,23,47,27,8,7,14,28.0,-9
24332,W,0.5,0.571,0.698,11,19,30,25,11,8,15,17.0,4,0.482,0.25,0.833,24,25,49,22,4,1,25,33.0,-4
24333,L,0.407,0.25,0.679,20,32,52,32,3,8,15,27.0,-2,0.397,0.0,0.809,12,32,44,19,7,7,13,24.0,2
24334,W,0.578,0.333,0.682,9,43,52,45,16,3,19,16.0,25,0.397,0.385,0.75,25,33,58,22,10,2,21,21.0,-25
24335,W,0.443,0.579,0.857,13,26,39,24,11,9,23,28.0,4,0.465,0.333,0.718,11,31,42,28,16,3,16,21.0,-4
24336,L,0.472,0.375,0.727,12,19,31,23,10,6,19,34.0,-9,0.522,0.75,0.879,12,29,41,14,8,8,25,18.0,9
24337,W,0.588,0.0,0.765,6,26,32,38,8,6,16,26.0,4,0.479,0.5,0.735,20,26,46,27,12,6,17,28.0,-4
24338,L,0.38,0.0,0.759,15,37,52,18,5,7,21,25.0,-10,0.402,0.0,0.897,13,31,44,17,7,7,16,28.0,10
24339,W,0.575,0.333,0.8,13,31,44,30,7,6,19,20.0,18,0.427,0.273,0.682,18,18,36,20,7,0,11,32.0,-18
24340,W,0.439,0.5,0.846,11,31,42,15,7,1,10,20.0,5,0.511,0.0,0.682,13,40,53,28,4,8,17,23.0,-5
24341,W,0.435,0.0,0.565,18,35,53,25,13,0,21,18.0,3,0.446,0.0,0.8,7,30,37,18,8,3,18,25.0,-3
24342,L,0.443,0.0,0.792,8,33,41,19,6,6,16,19.0,-8,0.439,0.25,0.885,12,31,43,24,11,7,14,21.0,8
24343,W,0.593,0.333,0.789,8,28,36,31,5,7,18,24.0,7,0.429,0.429,0.889,17,23,40,22,8,4,18,19.0,-7
24344,L,0.425,0.0,0.769,27,35,62,28,8,7,16,20.0,-11,0.49,0.8,0.654,20,30,50,31,11,9,13,20.0,11
24345,W,0.443,0.5,0.773,11,32,43,27,9,5,15,23.0,1,0.422,0.75,0.786,15,36,51,14,10,4,20,24.0,-1
24346,W,0.585,0.5,0.692,13,30,43,32,6,4,12,22.0,14,0.449,0.357,0.914,8,25,33,26,6,2,13,15.0,-14
24347,L,0.539,0.333,0.892,12,34,46,32,7,6,20,27.0,-3,0.5,0.286,0.958,17,28,45,31,13,1,13,27.0,3
24348,W,0.519,0.0,0.714,11,32,43,21,10,12,14,21.0,7,0.434,0.167,0.714,16,21,37,21,9,5,14,24.0,-7
24349,W,0.51,0.308,0.818,17,29,46,28,8,2,9,12.0,13,0.516,0.375,0.778,13,31,44,34,3,1,16,18.0,-13
24350,W,0.512,0.0,0.686,17,37,54,24,9,5,26,23.0,19,0.347,0.3,0.833,19,20,39,17,14,3,19,25.0,-19
24351,W,0.513,0.4,0.711,10,39,49,30,9,7,19,25.0,23,0.378,0.0,0.571,18,29,47,20,9,5,15,31.0,-23
24352,L,0.462,0.111,0.87,12,27,39,23,10,4,13,29.0,-7,0.474,0.333,0.95,11,36,47,18,8,2,21,23.0,7
24353,L,0.43,0.25,0.636,15,31,46,31,8,11,19,30.0,-8,0.474,0.333,0.81,14,32,46,20,11,10,14,25.0,8
24354,L,0.467,0.5,0.833,13,28,41,22,5,6,16,22.0,-4,0.451,0.5,0.739,19,27,46,25,6,5,11,26.0,4
24355,W,0.464,0.0,0.912,19,41,60,17,10,9,17,27.0,9,0.418,0.364,0.821,8,27,35,22,12,5,17,27.0,-9
24356,W,0.532,,0.759,14,31,45,24,3,5,15,18.0,6,0.476,0.462,0.824,11,21,32,21,6,1,15,22.0,-6
24357,W,0.5,0.0,0.938,12,27,39,28,5,2,16,20.0,1,0.486,0.286,0.87,8,22,30,24,8,5,12,17.0,-1
24358,W,0.5,0.25,0.78,19,25,44,23,13,3,25,31.0,5,0.456,0.25,0.871,22,25,47,29,15,2,25,33.0,-5
24359,W,0.482,0.333,0.644,17,29,46,29,7,9,16,23.0,16,0.376,,0.686,26,29,55,18,10,9,18,30.0,-16
24360,W,0.543,0.333,0.81,16,35,51,32,14,6,25,23.0,21,0.395,0.125,0.886,14,25,39,20,20,2,27,22.0,-21
24361,W,0.512,0.0,0.75,10,29,39,22,8,2,11,22.0,10,0.495,0.0,0.833,12,27,39,20,4,6,18,27.0,-10
24362,W,0.472,0.571,0.733,26,30,56,24,10,7,13,31.0,10,0.494,0.333,0.762,10,30,40,23,7,4,16,24.0,-10
24363,L,0.446,0.143,0.765,14,30,44,22,7,4,17,19.0,-18,0.512,0.2,0.792,10,31,41,29,7,7,10,15.0,18
24364,W,0.522,0.0,0.68,16,31,47,31,21,3,21,13.0,21,0.477,0.4,0.545,10,26,36,22,12,1,30,18.0,-21
24365,L,0.426,0.231,0.905,18,27,45,29,8,2,16,22.0,-9,0.571,0.625,0.75,7,30,37,28,6,10,21,18.0,9
24366,W,0.407,0.455,0.75,17,34,51,21,8,10,22,24.0,19,0.371,0.143,0.786,17,31,48,16,11,7,25,33.0,-19
24367,W,0.494,0.167,0.857,16,45,61,25,8,7,27,30.0,11,0.402,0.4,0.632,13,24,37,25,14,2,15,29.0,-11
24368,W,0.52,0.143,0.6,19,33,52,29,15,10,13,22.0,25,0.416,0.286,0.625,19,37,56,16,4,9,23,30.0,-25
24369,W,0.532,0.625,0.875,10,23,33,28,6,15,12,19.0,6,0.463,0.25,0.815,19,25,44,20,5,6,13,24.0,-6
24370,L,0.402,0.25,0.655,16,26,42,21,7,4,15,17.0,-18,0.506,0.333,0.84,14,38,52,29,8,7,18,22.0,18
24371,W,0.528,0.667,0.762,13,27,40,30,12,8,17,28.0,8,0.429,0.5,0.783,14,29,43,23,8,5,23,21.0,-8
24372,L,0.488,0.167,0.806,15,31,46,22,1,4,17,28.0,-9,0.467,0.2,0.919,12,24,36,26,11,0,7,29.0,9
24373,L,0.453,,0.741,12,25,37,23,9,4,22,18.0,-1,0.481,0.0,0.65,14,25,39,22,12,8,19,22.0,1
24374,W,0.474,0.25,0.8,16,30,46,27,8,2,11,19.0,9,0.461,0.25,0.885,10,31,41,19,3,6,17,25.0,-9
24375,W,0.505,0.25,0.833,19,37,56,22,11,9,19,25.0,5,0.483,0.444,0.657,12,26,38,22,13,2,15,20.0,-5
24376,W,0.412,0.0,0.917,18,33,51,15,12,3,14,19.0,7,0.435,0.25,0.909,16,33,49,21,11,3,22,30.0,-7
24377,W,0.467,0.3,0.833,12,16,28,29,19,6,15,27.0,1,0.577,0.286,0.706,13,35,48,31,3,6,29,27.0,-1
24378,W,0.495,0.5,0.811,13,36,49,32,18,8,17,28.0,15,0.462,0.5,0.541,18,31,49,21,10,4,26,29.0,-15
24379,W,0.466,0.125,0.837,17,26,43,30,10,7,11,23.0,21,0.47,0.0,0.69,17,26,43,24,5,6,21,34.0,-21
24380,W,0.407,0.0,0.737,14,27,41,16,10,6,17,25.0,4,0.461,0.0,0.741,9,31,40,15,8,6,22,31.0,-4
24381,W,0.429,0.4,0.833,26,34,60,25,12,6,26,25.0,9,0.466,0.286,0.81,14,29,43,18,14,8,25,33.0,-9
24382,W,0.519,0.5,0.769,15,26,41,25,9,9,20,27.0,3,0.455,0.0,0.914,17,20,37,19,9,2,13,27.0,-3
24383,W,0.495,0.333,0.636,16,33,49,35,6,6,8,25.0,14,0.379,0.286,0.848,15,27,42,15,2,1,11,19.0,-14
24384,W,0.51,1.0,0.75,13,31,44,33,8,4,10,24.0,7,0.475,0.438,0.889,14,37,51,36,6,5,18,29.0,-7
24385,W,0.48,0.429,0.781,11,22,33,28,12,9,17,19.0,7,0.435,0.5,0.696,13,26,39,16,5,3,17,26.0,-7
24386,W,0.543,0.5,0.607,17,38,55,31,14,14,30,21.0,3,0.41,0.357,0.722,27,21,48,33,20,4,19,22.0,-3
24387,L,0.44,0.333,0.6,16,35,51,26,7,3,12,28.0,-9,0.442,0.25,0.789,12,36,48,17,9,3,13,16.0,9
24388,L,0.5,0.286,0.889,13,26,39,18,5,5,10,21.0,-8,0.529,0.5,0.864,9,27,36,18,6,6,12,20.0,8
24389,W,0.506,0.214,0.769,8,39,47,26,10,9,22,25.0,15,0.433,0.0,0.667,16,36,52,20,9,4,25,29.0,-15
24390,W,0.474,0.0,0.824,14,38,52,21,3,9,27,20.0,9,0.427,0.2,0.7,11,23,34,27,14,2,16,29.0,-9
24391,W,0.514,0.3,0.789,20,28,48,28,15,4,11,19.0,30,0.495,0.5,0.76,15,25,40,30,8,11,23,26.0,-30
24392,L,0.455,0.0,0.767,10,25,35,18,6,3,21,31.0,-19,0.475,0.625,0.861,13,30,43,19,11,3,16,25.0,19
24393,W,0.571,0.333,0.71,8,38,46,33,8,9,15,17.0,26,0.402,0.143,0.667,19,27,46,20,10,3,19,25.0,-26
24394,W,0.495,0.5,0.793,11,27,38,28,11,6,15,21.0,18,0.447,0.333,0.792,14,32,46,20,11,7,20,23.0,-18
24395,L,0.506,0.333,0.7,9,20,29,22,17,2,23,35.0,-10,0.525,0.75,0.818,16,29,45,22,11,12,28,31.0,10
24396,W,0.43,0.455,0.773,21,36,57,28,7,6,20,23.0,15,0.453,0.167,0.667,10,35,45,23,13,4,22,19.0,-15
24397,L,0.419,0.308,0.722,12,33,45,18,7,3,21,31.0,-8,0.462,0.2,0.73,10,28,38,18,12,4,15,32.0,8
24398,L,0.398,,0.619,16,24,40,24,9,9,18,24.0,-17,0.487,0.429,0.844,13,31,44,19,13,10,24,18.0,17
24399,W,0.494,0.1,0.727,14,27,41,27,9,9,12,23.0,12,0.551,0.0,0.724,17,30,47,26,7,10,18,33.0,-12
24400,W,0.577,0.667,0.893,11,29,40,35,6,3,21,17.0,13,0.483,0.263,0.833,12,17,29,21,12,3,17,22.0,-13
24401,W,0.518,,0.829,13,25,38,22,8,0,14,21.0,5,0.512,0.0,0.846,12,25,37,21,9,2,9,25.0,-5
24402,W,0.524,0.0,0.653,16,37,53,31,11,14,19,23.0,11,0.447,0.0,0.708,16,26,42,23,14,2,14,30.0,-11
24403,W,0.461,0.4,0.771,24,24,48,21,5,7,22,23.0,3,0.446,0.214,0.806,25,24,49,25,10,5,18,34.0,-3
24404,W,0.468,0.429,0.786,13,28,41,26,12,16,17,12.0,2,0.464,0.2,1.0,22,31,53,31,13,9,23,21.0,-2
24405,W,0.465,0.154,0.818,20,37,57,26,17,11,15,25.0,28,0.454,0.0,0.577,23,29,52,30,5,3,25,34.0,-28
24406,W,0.6,0.4,0.818,12,30,42,28,6,5,16,17.0,16,0.448,0.667,0.833,14,18,32,22,11,4,11,19.0,-16
