ID,WL_HOME,FG_PCT_HOME,FG3_PCT_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FG_PCT_AWAY,FG3_PCT_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY
24407,W,0.394,0.4,0.725,21,34,55,19,8,3,16,22.0,1,0.472,0.0,0.69,12,37,49,21,8,4,13,30.0,-1
24408,W,0.481,0.615,0.833,14,31,45,28,8,4,11,21.0,13,0.494,0.364,0.724,8,29,37,21,6,3,14,23.0,-13
24409,W,0.51,0.333,0.778,20,27,47,41,11,5,16,33.0,18,0.471,0.0,0.683,16,31,47,25,8,4,26,32.0,-18
24410,W,0.57,0.0,0.792,12,25,37,35,13,2,18,26.0,10,0.549,0.0,0.758,10,22,32,39,11,1,21,23.0,-10
24411,W,0.389,0.714,0.861,24,25,49,25,13,2,12,27.0,16,0.478,0.5,0.765,11,28,39,22,5,4,24,26.0,-16
24412,L,0.516,0.556,0.84,9,35,44,23,6,4,19,23.0,-3,0.468,0.5,0.7,20,31,51,26,17,7,8,22.0,3
24413,L,0.433,0.412,0.68,21,26,47,20,8,2,18,20.0,-6,0.525,0.25,0.917,8,29,37,29,12,5,15,21.0,6
24414,L,0.436,0.75,0.92,25,18,43,30,9,6,9,25.0,-1,0.648,0.25,0.733,6,29,35,27,5,9,20,21.0,1
24415,L,0.407,0.0,0.667,7,27,34,23,8,3,13,32.0,-16,0.458,0.0,0.8,10,44,54,25,9,2,19,18.0,16
24416,W,0.571,0.5,0.714,15,30,45,31,19,2,25,25.0,18,0.489,0.25,0.87,12,24,36,22,14,4,28,25.0,-18
24417,L,0.449,0.0,0.741,12,27,39,25,8,2,19,22.0,-12,0.538,0.25,0.833,10,38,48,21,13,4,22,21.0,12
24418,L,0.536,0.333,0.788,12,18,30,27,7,3,22,19.0,-8,0.506,0.429,0.783,20,21,41,29,14,3,20,28.0,8
24419,W,0.551,0.667,0.759,12,30,42,26,7,2,13,24.0,2,0.485,0.5,0.8,18,26,44,21,8,4,14,23.0,-2
24420,L,0.45,0.267,0.714,21,27,48,26,8,8,19,28.0,-8,0.456,0.25,0.846,18,30,48,23,13,4,19,22.0,8
24421,W,0.39,0.385,0.767,12,29,41,19,17,4,24,27.0,3,0.417,0.2,0.667,18,31,49,25,8,6,27,23.0,-3
24422,W,0.495,1.0,0.838,13,38,51,27,16,10,19,22.0,16,0.457,0.333,0.815,11,35,46,24,9,5,19,26.0,-16
24423,L,0.379,0.294,0.862,16,39,55,20,8,10,10,23.0,-8,0.482,0.333,0.731,19,51,70,25,4,7,16,25.0,8
24424,W,0.553,0.286,0.75,10,30,40,32,11,1,15,18.0,18,0.471,0.667,0.889,11,28,39,28,6,2,16,23.0,-18
24425,W,0.472,0.333,0.829,24,36,60,34,8,10,13,32.0,17,0.429,0.6,0.825,16,31,47,20,6,5,19,33.0,-17
24426,W,0.518,1.0,0.756,15,35,50,26,2,3,16,26.0,12,0.415,0.375,0.839,16,22,38,23,8,5,13,29.0,-12
24427,W,0.388,0.333,0.971,20,26,46,22,15,3,9,28.0,12,0.444,0.308,0.758,11,30,41,22,6,0,21,27.0,-12
24428,W,0.475,0.25,0.65,18,32,50,32,9,3,17,25.0,4,0.495,0.0,0.654,13,30,43,18,5,7,17,23.0,-4
24429,L,0.396,0.143,0.738,18,33,51,22,16,4,19,27.0,-6,0.522,0.0,0.625,10,34,44,21,13,7,22,30.0,6
24430,W,0.418,0.4,0.655,17,28,45,24,13,0,14,22.0,2,0.547,0.333,0.72,5,37,42,22,12,7,23,23.0,-2
24431,W,0.461,0.0,0.775,18,31,49,21,13,0,23,32.0,21,0.438,0.0,0.571,12,21,33,21,11,3,25,32.0,-21
24432,W,0.556,0.0,0.76,19,30,49,33,14,3,19,17.0,12,0.495,0.5,0.643,15,19,34,24,8,7,23,22.0,-12
24433,W,0.556,0.4,0.792,10,33,43,26,7,4,21,22.0,14,0.423,0.286,0.864,8,23,31,19,10,5,15,21.0,-14
24434,W,0.516,0.667,0.697,16,33,49,23,4,6,15,30.0,15,0.433,0.0,0.765,15,25,40,29,4,5,13,24.0,-15
24435,W,0.489,0.25,0.857,15,36,51,30,7,4,18,23.0,15,0.398,0.273,0.704,13,29,42,21,6,6,15,24.0,-15
24436,L,0.524,0.667,0.593,8,26,34,25,7,6,14,18.0,-12,0.573,1.0,0.81,13,30,43,30,7,6,11,22.0,12
24437,W,0.5,0.333,0.7,18,18,36,25,19,4,24,24.0,2,0.489,0.0,0.767,21,25,46,29,16,7,28,24.0,-2
24438,L,0.462,0.25,0.714,15,24,39,28,13,2,20,26.0,-2,0.458,0.333,0.857,13,31,44,14,12,2,29,23.0,2
24439,W,0.511,0.0,0.878,16,26,42,27,6,4,13,25.0,2,0.505,0.5,0.703,20,24,44,19,9,4,15,31.0,-2
24440,L,0.471,0.182,0.737,14,30,44,27,5,5,18,22.0,-11,0.5,0.5,0.742,14,27,41,31,9,1,12,16.0,11
24441,W,0.511,0.25,0.871,13,28,41,27,8,3,16,21.0,13,0.53,0.4,0.85,7,24,31,29,8,4,20,22.0,-13
24442,W,0.457,0.0,0.933,15,33,48,30,8,4,19,25.0,1,0.46,0.5,0.72,15,31,46,23,8,3,17,23.0,-1
24443,W,0.51,0.375,0.656,14,38,52,34,11,4,15,23.0,21,0.455,0.333,0.567,17,30,47,18,10,5,24,26.0,-21
24444,W,0.426,0.0,0.632,21,30,51,31,11,8,15,30.0,4,0.434,0.429,0.689,11,33,44,21,9,7,21,35.0,-4
24445,W,0.532,0.2,0.931,18,32,50,23,8,9,28,22.0,9,0.477,0.0,0.76,9,16,25,25,16,6,14,26.0,-9
24446,L,0.458,0.5,0.737,9,32,41,22,6,6,21,28.0,-8,0.451,0.333,0.813,11,33,44,26,10,6,16,21.0,8
24447,W,0.495,0.5,0.944,16,37,53,29,6,4,14,27.0,7,0.402,0.231,0.816,22,30,52,24,5,5,10,21.0,-7
24448,W,0.451,,0.686,18,39,57,21,3,9,10,18.0,6,0.416,0.1,0.789,18,32,50,26,2,4,14,31.0,-6
24449,W,0.556,0.5,0.76,15,31,46,30,12,8,20,16.0,24,0.477,0.0,0.8,11,22,33,32,7,3,19,20.0,-24
24450,W,0.398,0.333,0.926,14,49,63,28,9,11,22,22.0,16,0.287,0.2,0.727,11,34,45,19,17,5,11,22.0,-16
24451,W,0.505,0.429,0.852,9,34,43,30,12,6,13,29.0,17,0.506,0.125,0.56,7,31,38,31,8,10,22,24.0,-17
24452,W,0.536,0.0,0.884,9,25,34,35,10,3,14,26.0,5,0.523,0.25,0.882,11,28,39,31,10,3,17,29.0,-5
24453,W,0.517,,0.773,12,34,46,27,11,5,14,25.0,17,0.411,0.0,0.838,17,32,49,24,5,5,17,27.0,-17
24454,W,0.547,0.462,0.644,10,25,35,28,18,14,16,25.0,30,0.451,0.0,0.68,17,32,49,22,7,3,34,35.0,-30
24455,W,0.494,0.25,0.692,8,38,46,26,7,8,18,21.0,2,0.427,0.438,0.739,14,31,45,25,9,2,16,23.0,-2
24456,W,0.576,0.333,0.724,14,28,42,35,7,7,8,21.0,16,0.527,0.286,0.536,16,23,39,31,8,6,12,22.0,-16
24457,W,0.48,0.125,0.806,17,33,50,29,11,4,13,19.0,15,0.489,0.4,0.682,15,29,44,32,7,6,18,26.0,-15
24458,W,0.456,0.5,0.733,14,35,49,23,8,5,23,16.0,12,0.375,0.5,0.833,10,31,41,22,8,7,21,29.0,-12
24459,L,0.467,0.6,0.84,21,15,36,20,7,2,17,27.0,-4,0.525,0.0,0.943,15,20,35,27,8,2,20,24.0,4
24460,W,0.571,0.2,0.688,14,37,51,35,9,11,17,14.0,17,0.476,0.0,0.833,16,27,43,31,5,2,17,28.0,-17
24461,L,0.459,0.0,0.84,12,25,37,26,13,8,16,31.0,-13,0.444,0.0,0.821,23,30,53,20,7,3,17,22.0,13
24462,W,0.429,0.5,0.966,14,39,53,24,8,14,20,23.0,26,0.374,0.25,0.5,21,30,51,18,11,7,21,23.0,-26
24463,L,0.429,0.3,0.526,15,32,47,21,5,5,28,22.0,-16,0.415,0.25,0.88,19,28,47,19,13,3,11,23.0,16
24464,L,0.419,0.4,0.655,20,35,55,23,7,2,12,24.0,-7,0.533,0.0,0.75,6,32,38,26,4,8,16,22.0,7
24465,W,0.516,0.286,0.75,17,25,42,31,12,2,16,25.0,11,0.517,0.235,0.586,13,24,37,18,11,7,18,25.0,-11
24466,W,0.521,0.25,0.73,10,38,48,22,4,15,20,18.0,7,0.402,0.375,0.783,15,30,45,18,13,3,16,29.0,-7
24467,L,0.429,0.4,0.828,26,24,50,30,5,2,16,26.0,-3,0.511,0.0,0.795,17,32,49,29,6,9,20,27.0,3
24468,W,0.524,0.5,0.821,16,32,48,27,12,4,16,24.0,19,0.494,0.222,0.783,13,23,36,20,6,3,18,36.0,-19
24469,W,0.471,0.5,0.8,17,28,45,23,14,11,20,26.0,10,0.458,0.286,0.824,9,24,33,17,11,3,19,29.0,-10
24470,W,0.435,0.0,0.857,23,24,47,22,13,7,16,18.0,2,0.558,0.667,0.824,7,27,34,27,12,8,20,18.0,-2
24471,W,0.526,0.375,0.778,16,28,44,28,14,6,21,26.0,24,0.42,,0.724,20,26,46,21,12,4,26,23.0,-24
24472,W,0.494,0.286,0.806,14,29,43,29,14,9,15,24.0,21,0.418,0.0,0.786,20,33,53,18,6,10,25,31.0,-21
24473,W,0.517,0.75,0.903,17,39,56,21,5,8,19,28.0,27,0.385,0.231,0.676,14,23,37,18,4,6,9,21.0,-27
24474,W,0.574,1.0,0.625,18,42,60,31,8,6,21,29.0,24,0.368,0.2,0.825,15,24,39,13,12,0,18,28.0,-24
24475,L,0.453,0.4,0.727,16,28,44,26,9,0,14,26.0,-3,0.506,0.333,0.833,10,31,41,17,5,3,17,22.0,3
24476,W,0.485,0.182,0.743,19,24,43,39,12,2,14,26.0,5,0.554,0.25,0.778,13,32,45,31,7,5,24,26.0,-5
24477,W,0.42,0.231,0.688,25,27,52,23,12,7,20,30.0,2,0.443,0.2,0.933,17,34,51,22,7,5,21,30.0,-2
24478,W,0.57,0.571,0.861,11,34,45,36,9,6,17,20.0,13,0.486,0.0,0.778,16,28,44,36,8,1,12,27.0,-13
24479,L,0.478,0.333,0.714,15,30,45,29,10,8,16,18.0,-2,0.443,0.5,0.964,12,32,44,19,11,2,16,20.0,2
24480,W,0.477,0.0,0.806,12,29,41,26,18,9,20,28.0,9,0.439,0.333,0.684,21,34,55,21,9,2,30,24.0,-9
24481,W,0.463,0.0,0.7,14,38,52,20,10,3,13,18.0,23,0.355,0.0,0.8,16,32,48,21,7,1,19,22.0,-23
24482,W,0.398,0.0,0.818,20,39,59,22,13,4,30,20.0,8,0.402,0.2,0.789,15,30,45,24,16,6,25,31.0,-8
24483,W,0.506,0.333,0.8,17,31,48,31,5,2,17,31.0,3,0.451,0.2,0.784,18,27,45,22,10,3,10,26.0,-3
24484,L,0.462,0.125,0.647,15,29,44,16,13,7,15,27.0,-9,0.476,0.25,0.767,14,31,45,15,5,8,23,18.0,9
24485,W,0.485,0.5,0.933,23,26,49,31,8,7,15,17.0,14,0.532,0.75,0.778,10,20,30,24,9,4,21,17.0,-14
24486,W,0.475,0.714,0.759,11,29,40,24,7,10,14,20.0,5,0.472,0.25,0.722,11,32,43,26,5,7,14,24.0,-5
24487,W,0.48,0.313,0.757,16,34,50,24,11,3,22,35.0,2,0.458,0.5,0.776,16,37,53,23,8,7,20,30.0,-2
24488,W,0.545,0.0,0.676,15,28,43,28,14,6,13,26.0,15,0.47,0.0,0.839,13,28,41,20,10,0,22,25.0,-15
24489,W,0.565,1.0,0.778,14,32,46,33,9,3,15,21.0,23,0.407,0.167,0.773,18,17,35,21,6,6,17,19.0,-23
24490,W,0.568,0.25,0.893,11,29,40,36,13,8,11,13.0,32,0.459,1.0,0.538,11,28,39,26,6,4,20,24.0,-32
24491,W,0.556,0.5,0.8,10,31,41,30,16,4,18,24.0,23,0.48,0.5,0.72,8,21,29,27,13,1,21,28.0,-23
24492,L,0.424,0.214,0.611,16,27,43,26,4,7,8,23.0,-14,0.52,0.429,0.714,9,30,39,31,5,7,9,20.0,14
24493,W,0.579,1.0,0.571,14,33,47,44,4,4,7,17.0,9,0.506,0.125,0.833,9,25,34,24,6,2,6,12.0,-9
24494,W,0.515,0.5,0.789,22,52,74,31,12,5,23,23.0,35,0.389,0.2,0.52,6,27,33,23,10,9,19,21.0,-35
24495,W,0.5,0.2,0.63,16,27,43,33,17,1,13,32.0,5,0.544,0.5,0.889,12,41,53,25,4,2,36,37.0,-5
24496,L,0.45,0.0,0.639,16,28,44,36,14,6,17,33.0,-7,0.49,0.0,0.791,18,43,61,22,7,10,26,29.0,7
24497,W,0.46,0.0,0.852,16,30,46,26,14,7,20,15.0,10,0.43,0.667,0.75,20,30,50,22,12,4,25,19.0,-10
24498,L,0.362,0.429,0.821,26,24,50,21,11,8,13,23.0,-2,0.512,0.0,0.615,13,32,45,29,6,4,18,25.0,2
24499,W,0.598,0.364,0.577,18,34,52,36,5,6,16,26.0,6,0.527,0.5,0.667,13,19,32,20,9,2,12,21.0,-6
24500,W,0.46,0.429,0.75,13,31,44,32,16,10,23,14.0,8,0.416,0.375,0.667,18,30,48,17,7,1,22,24.0,-8
24501,W,0.489,0.2,0.741,13,30,43,23,15,5,15,26.0,18,0.397,0.5,0.788,15,32,47,25,9,5,24,21.0,-18
24502,W,0.5,0.4,0.647,16,34,50,27,5,21,24,14.0,8,0.42,0.1,0.688,18,25,43,17,16,7,18,25.0,-8
24503,W,0.5,0.222,0.684,14,43,57,32,12,4,16,22.0,21,0.374,0.143,0.76,17,36,53,14,10,9,18,18.0,-21
24504,W,0.606,0.714,0.683,10,32,42,23,3,5,23,26.0,14,0.404,0.4,0.52,27,20,47,18,11,2,12,27.0,-14
24505,W,0.484,0.2,0.75,12,39,51,31,6,2,17,23.0,3,0.431,0.5,0.682,15,28,43,28,6,4,13,27.0,-3
24506,L,0.488,0.0,0.579,11,30,41,27,10,1,15,29.0,-1,0.447,0.375,0.758,13,34,47,16,6,1,17,20.0,1
24507,W,0.54,0.333,0.853,12,35,47,33,8,6,16,26.0,30,0.368,0.0,0.703,17,25,42,23,9,7,17,26.0,-30
24508,W,0.525,0.5,0.75,13,39,52,31,13,9,12,19.0,34,0.432,,0.692,16,30,46,26,6,5,21,24.0,-34
24509,W,0.457,0.4,0.816,15,35,50,26,10,5,18,18.0,35,0.411,0.0,0.714,15,32,47,24,12,6,27,29.0,-35
24510,W,0.475,0.455,0.816,18,37,55,35,9,5,15,27.0,6,0.465,0.6,0.829,14,32,46,25,7,4,20,31.0,-6
24511,W,0.451,0.455,0.783,19,28,47,24,8,5,13,21.0,2,0.539,0.286,0.704,9,32,41,18,8,9,21,19.0,-2
24512,L,0.468,0.438,0.727,17,20,37,21,5,8,9,23.0,-18,0.523,0.667,0.871,14,30,44,31,2,4,9,16.0,18
24513,L,0.437,0.0,0.696,15,21,36,21,7,6,16,20.0,-22,0.566,0.2,0.704,13,32,45,29,9,6,18,19.0,22
24514,L,0.456,0.0,0.829,15,28,43,14,9,5,16,21.0,-3,0.494,0.143,0.864,14,28,42,20,7,2,17,29.0,3
24515,W,0.433,0.0,0.615,28,40,68,26,8,11,16,22.0,3,0.466,0.429,0.667,15,36,51,37,9,12,18,25.0,-3
24516,W,0.545,0.444,0.619,19,25,44,25,6,2,14,16.0,16,0.47,0.316,0.6,22,22,44,26,6,7,15,23.0,-16
24517,W,0.462,0.778,0.652,14,38,52,26,10,10,17,17.0,9,0.441,0.143,0.636,15,36,51,19,11,4,17,17.0,-9
24518,L,0.474,0.833,0.75,13,24,37,21,7,4,17,25.0,-4,0.432,1.0,0.778,19,28,47,23,9,5,16,13.0,4
24519,L,0.419,0.2,0.9,20,18,38,22,9,1,14,25.0,-19,0.6,0.429,0.933,10,33,43,33,8,5,21,21.0,19
24520,W,0.538,0.2,0.846,5,32,37,29,10,9,15,20.0,1,0.414,0.2,0.815,24,29,53,26,8,1,16,21.0,-1
24521,L,0.393,0.0,0.794,19,24,43,17,9,4,11,16.0,-7,0.45,0.563,0.905,15,31,46,20,6,3,17,30.0,7
24522,L,0.551,0.6,0.833,11,31,42,33,8,6,16,20.0,-3,0.574,0.286,0.737,8,29,37,36,10,8,12,20.0,3
24523,W,0.5,0.167,0.914,14,30,44,28,17,3,16,24.0,17,0.464,0.556,0.697,12,27,39,27,10,6,21,25.0,-17
24524,L,0.48,0.0,0.727,15,32,47,31,10,10,13,13.0,-2,0.424,0.667,0.889,18,33,51,27,9,11,12,18.0,2
24525,L,0.465,0.286,0.905,9,22,31,26,11,1,11,28.0,-5,0.544,0.167,0.861,8,28,36,23,8,4,19,19.0,5
24526,L,0.474,0.167,0.743,18,36,54,22,13,5,25,31.0,-5,0.479,1.0,0.683,15,31,46,24,12,8,19,27.0,5
24527,W,0.488,0.333,0.852,10,36,46,25,15,5,21,26.0,9,0.394,0.125,0.76,21,29,50,21,11,8,19,26.0,-9
24528,W,0.441,0.083,0.852,23,41,64,24,14,4,26,21.0,17,0.361,0.5,0.773,20,26,46,22,15,6,23,19.0,-17
24529,W,0.532,,0.647,16,22,38,27,6,5,21,18.0,6,0.541,0.25,0.538,13,19,32,29,10,5,16,26.0,-6
24530,W,0.609,0.417,0.792,12,32,44,36,11,8,16,21.0,35,0.432,0.4,0.739,14,20,34,18,7,6,18,22.0,-35
24531,W,0.495,0.2,0.704,15,29,44,21,9,5,14,21.0,10,0.436,0.5,0.76,17,30,47,20,7,2,18,22.0,-10
24532,W,0.511,0.2,0.84,14,40,54,31,8,14,20,21.0,24,0.389,0.0,0.567,18,24,42,29,8,6,15,22.0,-24
24533,L,0.55,0.333,0.619,10,22,32,21,5,4,14,24.0,-3,0.544,0.25,0.704,10,28,38,23,8,8,13,17.0,3
24534,W,0.55,0.75,0.893,7,45,52,32,5,4,21,22.0,21,0.381,0.429,0.6,16,27,43,20,13,4,13,22.0,-21
24535,W,0.494,0.0,0.714,14,40,54,23,9,7,19,26.0,16,0.384,1.0,0.722,19,34,53,24,11,2,19,36.0,-16
24536,W,0.494,0.2,0.826,3,39,42,28,10,2,18,26.0,5,0.442,0.333,0.69,11,31,42,24,8,6,17,24.0,-5
24537,W,0.495,0.0,0.85,12,40,52,30,10,4,16,22.0,21,0.413,0.2,0.65,13,32,45,16,5,4,22,20.0,-21
24538,L,0.429,0.0,0.719,22,34,56,24,7,4,19,26.0,-14,0.491,0.0,0.622,20,30,50,30,9,10,10,26.0,14
24539,L,0.519,0.4,0.682,17,28,45,24,7,8,23,24.0,-6,0.488,0.333,0.667,17,21,38,22,15,3,15,21.0,6
24540,W,0.532,0.583,0.92,13,32,45,33,7,6,17,21.0,13,0.465,0.286,0.792,15,23,38,22,11,2,14,21.0,-13
24541,W,0.51,0.4,0.964,19,32,51,27,11,2,17,23.0,26,0.476,0.4,0.852,10,27,37,25,8,7,21,25.0,-26
24542,W,0.532,0.727,0.727,17,28,45,34,11,5,24,31.0,10,0.446,0.2,0.78,18,24,42,20,16,1,23,20.0,-10
24543,W,0.486,0.333,0.886,11,28,39,22,12,2,18,24.0,12,0.475,0.0,0.846,9,22,31,20,7,5,17,25.0,-12
24544,L,0.405,0.333,0.692,14,30,44,15,6,4,21,21.0,-9,0.494,0.286,0.8,8,33,41,27,10,6,18,30.0,9
24545,L,0.5,0.0,0.625,10,31,41,21,10,4,26,30.0,-4,0.407,0.417,0.78,8,27,35,20,12,6,19,23.0,4
24546,L,0.405,0.0,0.824,25,25,50,23,9,8,12,25.0,-12,0.543,0.0,0.824,9,39,48,21,4,9,16,18.0,12
24547,L,0.422,0.267,0.81,12,33,45,26,7,2,16,25.0,-9,0.477,0.286,0.733,11,37,48,21,6,6,14,25.0,9
24548,W,0.538,0.0,0.839,4,43,47,26,12,4,8,24.0,6,0.446,0.286,0.903,13,32,45,25,1,4,14,23.0,-6
24549,W,0.541,0.2,0.711,14,21,35,33,8,2,16,19.0,8,0.593,0.556,0.846,6,26,32,35,5,2,21,29.0,-8
24550,L,0.526,0.0,0.714,4,22,26,32,10,3,18,23.0,-21,0.545,0.5,0.7,12,30,42,32,12,2,17,15.0,21
24551,W,0.506,0.5,0.75,12,38,50,29,7,5,17,19.0,3,0.489,0.364,0.667,8,26,34,32,9,6,13,20.0,-3
24552,W,0.404,0.625,0.712,18,32,50,24,14,7,19,33.0,1,0.489,0.5,0.694,14,38,52,22,6,7,22,38.0,-1
24553,L,0.467,0.25,0.786,13,28,41,27,10,3,10,23.0,-7,0.538,0.222,0.683,14,31,45,22,5,4,14,22.0,7
24554,W,0.653,0.4,0.848,9,34,43,35,2,6,19,19.0,11,0.437,0.4,0.826,22,16,38,32,12,2,6,24.0,-11
24555,W,0.541,0.125,0.862,18,39,57,32,17,5,23,19.0,29,0.409,0.35,0.667,23,29,52,21,15,7,28,24.0,-29
24556,W,0.449,0.294,0.721,15,28,43,32,11,9,22,23.0,10,0.495,0.333,0.722,14,29,43,35,8,4,29,30.0,-10
24557,W,0.44,0.0,0.714,11,32,43,23,7,6,14,22.0,9,0.382,0.2,0.72,18,34,52,14,5,5,13,29.0,-9
24558,L,0.421,0.0,0.788,15,33,48,25,5,5,16,33.0,-11,0.442,0.0,0.694,21,38,59,24,7,10,8,23.0,11
24559,W,0.556,0.455,0.84,12,28,40,38,15,9,15,16.0,16,0.495,0.333,0.947,15,26,41,23,10,2,21,23.0,-16
24560,W,0.4,0.333,0.838,20,32,52,24,9,9,12,24.0,6,0.5,0.5,0.731,14,34,48,28,9,6,22,29.0,-6
24561,L,0.495,0.333,0.833,15,30,45,30,5,6,13,22.0,-5,0.515,0.667,0.852,18,33,51,38,7,4,12,18.0,5
24562,W,0.534,0.333,0.914,13,33,46,29,10,7,22,21.0,13,0.412,0.0,0.933,16,22,38,22,11,2,15,26.0,-13
24563,W,0.481,0.4,0.786,22,28,50,35,11,9,11,22.0,23,0.495,0.5,0.583,22,26,48,21,6,6,19,20.0,-23
24564,W,0.5,0.0,0.684,13,30,43,28,12,5,10,25.0,7,0.469,0.167,0.826,11,31,42,26,2,1,18,19.0,-7
24565,L,0.459,0.273,0.773,17,23,40,26,13,0,14,22.0,-1,0.513,0.444,0.806,14,29,43,25,10,4,19,20.0,1
24566,W,0.521,0.375,0.714,16,37,53,23,8,3,15,31.0,14,0.37,0.273,0.776,22,28,50,18,8,4,15,25.0,-14
24567,W,0.5,0.4,0.692,14,33,47,26,9,9,21,20.0,5,0.511,0.0,0.615,11,30,41,28,12,8,22,26.0,-5
24568,W,0.465,0.444,0.75,21,43,64,28,12,6,16,16.0,21,0.404,0.167,0.684,15,30,45,22,7,4,19,20.0,-21
24569,W,0.557,0.429,0.842,7,39,46,26,11,7,26,28.0,14,0.409,0.179,0.556,28,30,58,21,13,5,23,31.0,-14
24570,W,0.467,0.0,0.731,23,31,54,26,13,8,17,19.0,13,0.45,0.25,0.615,12,23,35,17,12,4,22,24.0,-13
24571,W,0.548,0.0,0.743,17,18,35,30,13,2,16,22.0,12,0.563,0.571,0.857,12,19,31,34,7,0,27,25.0,-12
24572,W,0.505,0.286,0.84,15,25,40,34,6,6,5,21.0,11,0.482,0.2,0.84,15,27,42,33,1,7,10,21.0,-11
24573,W,0.481,0.333,0.742,9,37,46,25,4,3,13,27.0,10,0.422,0.222,0.56,15,33,48,19,7,6,12,25.0,-10
24574,W,0.554,,0.75,10,34,44,19,13,5,29,27.0,3,0.48,0.167,0.6,11,22,33,32,20,2,20,33.0,-3
24575,W,0.563,0.429,0.767,18,22,40,25,10,2,17,32.0,16,0.53,0.5,0.766,7,19,26,21,8,1,20,29.0,-16
24576,W,0.549,0.429,0.826,13,32,45,29,6,15,16,24.0,6,0.441,0.154,0.667,19,23,42,25,10,3,9,23.0,-6
24577,L,0.5,0.714,0.882,11,27,38,31,6,6,16,26.0,-7,0.53,0.5,0.697,13,32,45,29,8,6,14,11.0,7
24578,L,0.41,0.2,0.774,19,28,47,24,9,2,8,26.0,-14,0.511,0.0,0.882,15,35,50,24,2,6,13,22.0,14
24579,L,0.547,0.75,0.733,16,22,38,23,4,3,24,24.0,-4,0.536,0.5,0.909,12,23,35,27,12,6,15,24.0,4
24580,W,0.488,0.5,0.868,11,36,47,25,6,7,15,19.0,16,0.43,0.167,0.742,12,29,41,22,10,3,12,28.0,-16
24581,W,0.5,0.571,0.833,14,37,51,29,7,10,22,22.0,7,0.421,0.375,0.783,25,28,53,29,15,6,18,27.0,-7
24582,W,0.586,0.0,0.833,13,34,47,31,12,7,18,27.0,33,0.42,0.0,0.714,21,23,44,23,10,6,25,27.0,-33
24583,W,0.357,0.4,0.75,19,27,46,17,12,12,13,27.0,2,0.441,0.429,0.868,10,32,42,18,7,5,25,35.0,-2
24584,W,0.657,1.0,0.857,8,23,31,33,7,5,18,28.0,8,0.474,0.0,0.946,13,12,25,17,9,1,12,25.0,-8
24585,W,0.61,0.25,0.783,18,28,46,33,6,2,17,17.0,24,0.565,0.0,0.85,8,17,25,35,10,0,15,31.0,-24
24586,W,0.474,0.333,0.765,20,22,42,25,13,6,15,25.0,2,0.523,0.267,0.742,14,23,37,25,7,1,24,28.0,-2
24587,L,0.5,0.143,0.741,9,34,43,27,6,3,20,29.0,-9,0.494,0.75,0.771,11,26,37,33,9,2,13,25.0,9
24588,W,0.541,0.333,0.588,13,31,44,35,8,11,18,17.0,12,0.454,0.0,0.652,19,25,44,27,14,4,17,32.0,-12
24589,L,0.417,0.267,0.75,19,31,50,22,8,4,22,16.0,-25,0.563,0.692,0.688,13,35,48,37,14,8,18,26.0,25
24590,L,0.42,0.571,0.682,14,34,48,23,10,5,14,25.0,-9,0.516,0.167,0.75,7,40,47,30,8,6,19,22.0,9
24591,W,0.465,0.0,0.789,21,25,46,28,6,5,13,28.0,2,0.506,0.375,0.889,8,30,38,23,6,7,18,19.0,-2
24592,W,0.482,0.333,0.7,14,33,47,29,7,8,13,29.0,13,0.457,0.333,0.75,12,25,37,22,6,7,15,32.0,-13
24593,L,0.562,0.0,0.8,14,31,45,35,11,8,30,31.0,-4,0.494,0.333,0.756,9,19,28,15,13,10,19,22.0,4
24594,W,0.523,0.444,0.8,22,46,68,38,12,8,16,21.0,33,0.426,0.429,0.85,12,27,39,25,10,6,17,25.0,-33
24595,W,0.488,0.4,0.733,16,22,38,28,22,6,25,28.0,18,0.443,0.5,0.824,14,31,45,21,14,7,30,33.0,-18
24596,W,0.467,0.5,0.778,9,53,62,25,4,5,12,25.0,15,0.398,0.091,0.613,12,48,60,20,7,3,7,27.0,-15
24597,L,0.545,0.0,0.808,17,22,39,33,13,5,14,18.0,-5,0.533,0.5,1.0,12,23,35,27,8,3,13,20.0,5
24598,W,0.495,0.75,0.846,17,25,42,26,18,4,8,18.0,16,0.58,0.429,0.815,11,25,36,21,6,9,23,23.0,-16
24599,W,0.517,0.545,0.714,15,35,50,26,12,2,19,14.0,25,0.437,0.2,0.762,9,32,41,25,9,9,22,25.0,-25
24600,W,0.506,0.4,0.864,17,29,46,29,10,3,12,16.0,18,0.476,0.286,0.643,12,23,35,23,8,4,14,21.0,-18
24601,W,0.506,0.667,0.786,11,32,43,26,8,9,14,19.0,3,0.415,0.375,0.815,19,31,50,22,8,4,15,22.0,-3
24602,L,0.442,0.25,0.667,14,39,53,26,7,6,16,20.0,-3,0.423,0.667,0.708,16,30,46,21,10,3,15,20.0,3
